#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 34900.000000 1.526261 2.186913 0.314044
 35000.000000 1.500023 2.047401 0.421331
 35100.000000 1.231524 2.032837 0.238512
 35200.000000 1.374615 2.130091 0.171867
 35300.000000 1.142941 1.938384 0.215935
 35400.000000 1.201899 1.934812 0.429113
 35500.000000 1.399309 2.009732 0.325079
 35600.000000 1.177692 1.664758 0.241264
 35700.000000 1.268723 1.575399 0.327324
 35800.000000 1.258459 1.563373 0.259648
 35900.000000 1.298732 1.712334 0.157658
 36000.000000 1.161568 1.636520 0.298478
 36100.000000 1.243368 1.728535 0.273011
 36200.000000 1.299063 1.834492 0.231619
 36300.000000 1.309930 1.990102 0.371745
 36400.000000 1.313242 1.914775 0.278102
 36500.000000 1.479270 1.954564 0.600484
 36600.000000 1.371896 1.914255 0.501083
 36700.000000 1.255731 1.846423 0.416534
 36800.000000 1.179144 1.922422 0.499221
 36900.000000 1.272440 1.962268 0.441605
 37000.000000 1.345065 1.996500 0.415733
 37100.000000 1.300436 1.806936 0.495802
 37200.000000 1.225181 1.941250 0.198291
 37300.000000 1.225056 1.972875 0.387887
 37400.000000 1.230178 2.026210 0.362939
 37500.000000 1.368833 1.812825 0.284946
 37600.000000 1.276345 1.934442 0.316036
 37700.000000 1.177920 1.927653 0.265977
 37800.000000 1.261075 1.974586 0.214287
 37900.000000 1.279024 1.915364 0.238824
 38000.000000 1.165596 2.064487 0.433165
 38100.000000 1.320923 1.956753 0.436244
 38200.000000 1.336645 1.853700 0.251993
 38300.000000 1.230078 1.901228 0.230645
 38400.000000 1.411601 1.749092 0.189123
 38500.000000 1.385255 1.769791 0.358175
 38600.000000 1.200978 1.556489 0.220189
 38700.000000 1.164279 1.594481 0.123015
 38800.000000 1.439730 1.753856 0.373598
 38900.000000 1.363850 1.526723 0.244868
 39000.000000 1.238374 1.576162 0.186207
 39100.000000 1.136724 1.447887 0.247752
 39200.000000 1.193779 1.756694 0.365307
 39300.000000 1.283898 1.577524 0.205925
 39400.000000 1.286866 1.596571 0.210301
 39500.000000 1.145377 1.562184 0.275822
 39600.000000 1.558955 1.758646 0.261767
 39700.000000 1.482319 1.608747 0.226667
 39800.000000 1.307395 1.632403 0.289895
 39900.000000 1.222661 1.462429 0.266111
 40000.000000 1.151264 1.382065 0.229333
 40100.000000 0.999201 1.407277 0.255612
 40200.000000 1.143026 1.384995 0.199111
 40300.000000 1.097413 1.480645 0.342103
 40400.000000 1.061510 1.620733 0.325484
 40500.000000 1.002296 1.394925 0.240335
 40600.000000 0.953182 1.262157 0.033514
 40700.000000 0.919003 1.311621 0.339956
 40800.000000 1.078676 1.642563 0.264929
 40900.000000 0.958546 1.263949 0.202409
 41000.000000 0.898851 1.444176 0.295387
 41100.000000 0.983340 1.172148 0.139790
 41200.000000 1.016729 1.573366 0.390782
 41300.000000 1.099371 1.594924 0.470053
 41400.000000 0.964920 1.464433 0.263637
 41500.000000 1.057705 1.480289 0.294262
 41600.000000 1.093896 1.556681 0.229704
 41700.000000 1.087612 1.689175 0.270040
 41800.000000 1.222262 1.717691 0.355664
 41900.000000 1.070981 1.627537 0.303591
 42000.000000 1.395004 1.739631 0.381731
 42100.000000 1.309562 1.503403 0.166553
 42200.000000 1.242894 1.670160 0.450868
 42300.000000 1.174674 1.721744 0.375085
 42400.000000 1.198174 1.535977 0.091755
 42500.000000 1.215664 1.820829 0.354522
