#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 26100.000000 1.307759 -1.529407 -2.479238
 26200.000000 1.281136 -1.683581 -2.435723
 26300.000000 1.315497 -1.592612 -2.290807
 26400.000000 1.087456 -1.599603 -2.451504
 26500.000000 1.293839 -1.489587 -2.344686
 26600.000000 0.975121 -1.747331 -2.299700
 26700.000000 1.313686 -1.475711 -2.220443
 26800.000000 1.363346 -1.498814 -2.199015
 26900.000000 1.155656 -1.559384 -2.187867
 27000.000000 1.168677 -1.567922 -2.352015
 27100.000000 1.293241 -1.507087 -2.356410
 27200.000000 1.243722 -1.605293 -2.288858
 27300.000000 1.405056 -1.445044 -2.374355
 27400.000000 1.370518 -1.473377 -2.220748
 27500.000000 1.259707 -1.513926 -2.459591
 27600.000000 1.373211 -1.480135 -2.228179
 27700.000000 1.275402 -1.567112 -2.381652
 27800.000000 1.371989 -1.444082 -2.253675
 27900.000000 1.237624 -1.577785 -2.211130
 28000.000000 1.631121 -1.439615 -2.419746
 28100.000000 1.344692 -1.607404 -2.615480
 28200.000000 1.238350 -1.744873 -2.500091
 28300.000000 1.143212 -1.624940 -2.498858
 28400.000000 1.217901 -1.664337 -2.357750
 28500.000000 1.208871 -1.601397 -2.585948
 28600.000000 1.122083 -1.543380 -2.414351
 28700.000000 1.260453 -1.485319 -2.461824
 28800.000000 1.279654 -1.537866 -2.578779
 28900.000000 1.165050 -1.616981 -2.370428
 29000.000000 1.144250 -1.553930 -2.364633
 29100.000000 1.018296 -1.399256 -2.363957
 29200.000000 1.042903 -1.564396 -2.572411
 29300.000000 1.240608 -1.629549 -2.438147
 29400.000000 1.199756 -1.579912 -2.345802
 29500.000000 1.332348 -1.478220 -2.593952
 29600.000000 1.212693 -1.668507 -2.494579
 29700.000000 1.264305 -1.616635 -2.489347
 29800.000000 1.141971 -1.565051 -2.518818
 29900.000000 1.079890 -1.522905 -2.326701
 30000.000000 1.072892 -1.715609 -2.522884
 30100.000000 1.269572 -1.543201 -2.471524
 30200.000000 1.089585 -1.675941 -2.441210
 30300.000000 1.180649 -1.811489 -2.705516
 30400.000000 1.063190 -1.838536 -2.686731
 30500.000000 1.042191 -1.824061 -2.748949
 30600.000000 1.036132 -1.880573 -2.614236
 30700.000000 1.034987 -1.842875 -2.736504
 30800.000000 1.077056 -1.733954 -2.723660
 30900.000000 1.189848 -1.721942 -2.497758
 31000.000000 1.091810 -1.608718 -2.475801
 31100.000000 1.339241 -1.569887 -2.641988
 31200.000000 1.182685 -1.607153 -2.699515
 31300.000000 1.217550 -1.807663 -2.710286
 31400.000000 1.272308 -1.540796 -2.748941
 31500.000000 1.401022 -1.523738 -2.594703
 31600.000000 1.560750 -1.336380 -2.361710
 31700.000000 1.253543 -1.491078 -2.480219
 31800.000000 1.398340 -1.494501 -2.384946
 31900.000000 1.122874 -1.740958 -2.741563
 32000.000000 1.011115 -1.762958 -2.817088
 32100.000000 1.141898 -1.680560 -2.657468
 32200.000000 1.209954 -1.604580 -2.652787
 32300.000000 1.189514 -1.717930 -2.689011
 32400.000000 1.204469 -1.609516 -2.668433
 32500.000000 1.285412 -1.500375 -2.555317
 32600.000000 1.277487 -1.436102 -2.387106
 32700.000000 1.235724 -1.532422 -2.596231
 32800.000000 1.196632 -1.669114 -2.606323
 32900.000000 1.213343 -1.668386 -2.577733
 33000.000000 1.179697 -1.678185 -2.589335
 33100.000000 1.257356 -1.734167 -2.619486
 33200.000000 1.190360 -1.643838 -2.626854
 33300.000000 1.199303 -1.660180 -2.612480
 33400.000000 1.243790 -1.705669 -2.574735
 33500.000000 1.264490 -1.610602 -2.705851
 33600.000000 1.237308 -1.782041 -2.584033
 33700.000000 1.227771 -1.615465 -2.568775
 33800.000000 1.220604 -1.712202 -2.483842
 33900.000000 1.230821 -1.743286 -2.516453
 34000.000000 1.261849 -1.805443 -2.764810
 34100.000000 1.129547 -1.858861 -2.866376
 34200.000000 1.117104 -1.693572 -2.652283
 34300.000000 1.211964 -1.758961 -2.537231
 34400.000000 1.210117 -1.620739 -2.537806
 34500.000000 1.201153 -1.741022 -2.595276
 34600.000000 1.251150 -1.723432 -2.640655
 34700.000000 1.149781 -1.670957 -2.688754
 34800.000000 1.219041 -1.678228 -2.751447
 34900.000000 1.224295 -1.798526 -2.746945
 35000.000000 1.312416 -1.682054 -2.721643
 35100.000000 1.339943 -1.730773 -2.607804
 35200.000000 1.258763 -1.668792 -2.592829
 35300.000000 1.292784 -1.660142 -2.615057
 35400.000000 1.234700 -1.726671 -2.622521
 35500.000000 1.162330 -1.481598 -2.374466
 35600.000000 1.159048 -1.519507 -2.509959
 35700.000000 1.272617 -1.478758 -2.500135
 35800.000000 1.263212 -1.503655 -2.528618
 35900.000000 1.197147 -1.630101 -2.620495
 36000.000000 1.362208 -1.633386 -2.633671
 36100.000000 1.237193 -1.707947 -2.646572
 36200.000000 1.250810 -1.647588 -2.882786
 36300.000000 1.204357 -1.649203 -2.684268
 36400.000000 1.285402 -1.771627 -2.785458
 36500.000000 1.411270 -1.559599 -2.616814
 36600.000000 1.442450 -1.473540 -2.705470
 36700.000000 1.493891 -1.409531 -2.623787
 36800.000000 1.309961 -1.361190 -2.662960
 36900.000000 1.140737 -1.679835 -2.721114
 37000.000000 1.314777 -1.512970 -2.792399
 37100.000000 1.390809 -1.305181 -2.626446
 37200.000000 1.307466 -1.524799 -2.694062
 37300.000000 1.373767 -1.281401 -2.646090
 37400.000000 1.263056 -1.358304 -2.675954
 37500.000000 1.388530 -1.653343 -2.731140
 37600.000000 1.367352 -1.491145 -2.709026
 37700.000000 1.559300 -1.362356 -2.589371
 37800.000000 1.308541 -1.460665 -2.732723
 37900.000000 1.332226 -1.421181 -2.465590
 38000.000000 1.355402 -1.590165 -2.667038
 38100.000000 1.334073 -1.587195 -2.781342
 38200.000000 1.282788 -1.584938 -2.649565
 38300.000000 1.220468 -1.508398 -2.759679
 38400.000000 1.331858 -1.524578 -2.656716
 38500.000000 1.295005 -1.576005 -2.525269
 38600.000000 1.276493 -1.540000 -2.472264
 38700.000000 1.348202 -1.701251 -2.710632
 38800.000000 1.385729 -1.495262 -2.702717
 38900.000000 1.190651 -1.722624 -2.685644
 39000.000000 1.149661 -1.634130 -2.678716
 39100.000000 0.905263 -1.647642 -2.826943
 39200.000000 1.067080 -1.813523 -2.634534
 39300.000000 1.264291 -1.678522 -2.667863
 39400.000000 1.322461 -1.766408 -2.643159
 39500.000000 1.214648 -1.780504 -2.642468
 39600.000000 1.115729 -1.940435 -2.807742
 39700.000000 1.053398 -1.808673 -2.684135
 39800.000000 1.234496 -1.730036 -2.661437
 39900.000000 1.148335 -1.834061 -2.693103
 40000.000000 1.106803 -1.781544 -2.682363
 40100.000000 1.124665 -1.696334 -2.727863
 40200.000000 1.162957 -1.580174 -2.838150
 40300.000000 1.162886 -1.689154 -2.836655
 40400.000000 1.148218 -1.751022 -2.663629
 40500.000000 1.346021 -1.637415 -2.706462
 40600.000000 1.157967 -1.830343 -2.764895
 40700.000000 1.203432 -1.773719 -2.722319
 40800.000000 1.228412 -1.753674 -2.924197
 40900.000000 1.164082 -1.669080 -2.673245
 41000.000000 1.343413 -1.437156 -2.671390
 41100.000000 1.148276 -1.629912 -2.630879
 41200.000000 1.063862 -1.667914 -2.685110
 41300.000000 1.157979 -1.686431 -2.713338
 41400.000000 1.177054 -1.554133 -2.848635
 41500.000000 1.259133 -1.663450 -2.807405
 41600.000000 1.041237 -1.586718 -2.638014
 41700.000000 1.276075 -1.595352 -2.697644
