#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 47000.000000 1.112239 -1.431757 -2.217849
 47100.000000 1.212568 -1.284387 -2.386798
 47200.000000 1.153835 -1.281375 -2.347814
 47300.000000 1.109698 -1.351420 -2.259316
 47400.000000 0.841325 -1.391883 -2.776069
 47500.000000 0.896488 -1.291239 -2.814257
 47600.000000 0.848718 -1.486902 -2.556622
 47700.000000 1.033699 -1.408841 -2.781814
 47800.000000 0.918736 -1.427128 -2.573021
 47900.000000 1.088702 -1.557765 -2.390306
 48000.000000 0.949805 -1.477404 -2.598321
 48100.000000 0.946789 -1.457269 -2.746000
 48200.000000 0.946247 -1.503042 -2.677682
 48300.000000 0.956096 -1.474914 -2.589100
 48400.000000 1.018702 -1.386986 -2.400093
 48500.000000 1.070917 -1.533057 -2.516413
 48600.000000 1.003399 -1.580997 -2.611826
 48700.000000 1.165395 -1.329155 -2.375235
 48800.000000 1.013320 -1.546795 -2.569528
 48900.000000 0.979193 -1.659982 -2.481670
 49000.000000 0.993766 -1.621113 -2.406676
 49100.000000 1.022178 -1.522379 -2.327129
 49200.000000 1.018873 -1.490908 -2.503573
 49300.000000 1.069565 -1.385965 -2.599422
 49400.000000 0.919385 -1.400433 -2.528767
 49500.000000 0.975059 -1.444290 -2.699034
 49600.000000 0.932131 -1.374486 -2.756242
 49700.000000 0.962199 -1.454808 -2.919790
 49800.000000 1.198400 -1.340965 -2.898362
 49900.000000 0.989624 -1.514641 -2.822252
 50000.000000 1.066348 -1.400453 -2.818056
 50100.000000 0.954673 -1.484490 -2.710936
 50200.000000 0.842289 -1.342447 -2.844915
 50300.000000 0.920644 -1.635781 -2.582127
 50400.000000 1.037994 -1.611704 -2.700937
 50500.000000 1.187570 -1.438304 -2.672053
 50600.000000 1.162079 -1.421519 -2.433649
 50700.000000 1.093975 -1.452702 -2.511644
 50800.000000 1.057676 -1.433476 -2.444421
 50900.000000 1.058068 -1.583800 -2.546589
 51000.000000 0.935762 -1.447555 -2.618807
 51100.000000 1.097981 -1.335852 -2.722087
 51200.000000 1.120241 -1.424928 -2.662488
 51300.000000 1.043046 -1.416497 -2.647632
 51400.000000 1.010541 -1.436154 -2.855553
 51500.000000 1.096198 -1.592246 -2.755058
 51600.000000 1.135651 -1.428992 -2.760864
 51700.000000 1.053425 -1.506957 -2.890306
 51800.000000 0.949856 -1.609079 -2.841550
 51900.000000 0.997253 -1.494271 -2.972705
 52000.000000 1.023996 -1.380228 -2.717186
 52100.000000 1.061941 -1.385564 -2.850401
 52200.000000 1.038269 -1.310420 -2.934935
 52300.000000 1.011215 -1.697118 -2.814134
 52400.000000 0.959079 -1.671466 -2.697779
 52500.000000 0.991057 -1.370476 -2.869933
 52600.000000 0.854146 -1.464620 -2.827175
 52700.000000 1.129695 -1.339347 -2.823077
