#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 47100.000000 1.271832 -1.587793 -2.542295
 47200.000000 1.324328 -1.446099 -2.601134
 47300.000000 1.272424 -1.626012 -2.762764
 47400.000000 1.255011 -1.639956 -2.763029
 47500.000000 1.082383 -1.625074 -2.962345
 47600.000000 1.266704 -1.674928 -2.789511
 47700.000000 1.169783 -1.623118 -2.841546
 47800.000000 1.245892 -1.414750 -2.662432
 47900.000000 1.223907 -1.580756 -2.795444
 48000.000000 1.178777 -1.561335 -2.738766
 48100.000000 1.312304 -1.558838 -2.757841
 48200.000000 1.280390 -1.522782 -2.788454
 48300.000000 1.313557 -1.494400 -2.823880
 48400.000000 1.199031 -1.603594 -2.752565
 48500.000000 1.350737 -1.602865 -2.755576
 48600.000000 1.237351 -1.590424 -2.723695
 48700.000000 1.175498 -1.701964 -2.844592
 48800.000000 1.221842 -1.714302 -2.802994
 48900.000000 1.262406 -1.579415 -2.685886
 49000.000000 1.180566 -1.622847 -2.822521
 49100.000000 1.282483 -1.423236 -2.533245
 49200.000000 1.209434 -1.489129 -2.607945
 49300.000000 1.232279 -1.600019 -2.730807
 49400.000000 1.390190 -1.468252 -2.556344
 49500.000000 1.256643 -1.562647 -2.592691
 49600.000000 1.310372 -1.519978 -2.621209
 49700.000000 1.200378 -1.520185 -2.691695
 49800.000000 1.184802 -1.742391 -2.853576
 49900.000000 1.120156 -1.646884 -2.759710
 50000.000000 1.181478 -1.732966 -2.723867
 50100.000000 1.234097 -1.569206 -2.731748
 50200.000000 1.176986 -1.614631 -2.854330
 50300.000000 1.264133 -1.592794 -2.759650
 50400.000000 1.164725 -1.666130 -2.875081
 50500.000000 1.290540 -1.496836 -2.695440
 50600.000000 1.165622 -1.492038 -2.856641
 50700.000000 1.163735 -1.811954 -2.867072
 50800.000000 1.222975 -1.603689 -2.916542
 50900.000000 1.201243 -1.655873 -2.905227
 51000.000000 1.263156 -1.598217 -2.909573
 51100.000000 1.166389 -1.669562 -2.873507
 51200.000000 1.183829 -1.680938 -2.812472
 51300.000000 1.297194 -1.555186 -2.797816
 51400.000000 1.353463 -1.475329 -2.921669
 51500.000000 1.256274 -1.619655 -2.985222
 51600.000000 1.225958 -1.605664 -2.857635
 51700.000000 1.289988 -1.668927 -2.768808
 51800.000000 1.118095 -1.658226 -3.005650
 51900.000000 1.206226 -1.707420 -2.885003
 52000.000000 1.220722 -1.581021 -2.961156
 52100.000000 1.202550 -1.698908 -2.884428
 52200.000000 1.277403 -1.668771 -2.851478
 52300.000000 1.163911 -1.687395 -3.077721
 52400.000000 1.270397 -1.661901 -2.862599
 52500.000000 1.249989 -1.768324 -2.750473
 52600.000000 1.022765 -1.875862 -2.933623
 52700.000000 1.126029 -1.748292 -3.002433
 52800.000000 1.204541 -1.709853 -2.859226
 52900.000000 1.294629 -1.673915 -2.808751
 53000.000000 1.244607 -1.557785 -2.704810
 53100.000000 1.266893 -1.582029 -2.805570
 53200.000000 1.158276 -1.652199 -2.840115
 53300.000000 1.212793 -1.527276 -2.829594
 53400.000000 1.246917 -1.586641 -2.828589
 53500.000000 1.266191 -1.562334 -2.730905
 53600.000000 1.379468 -1.513207 -2.977939
 53700.000000 1.296117 -1.693006 -2.815126
 53800.000000 1.185486 -1.708275 -3.025606
 53900.000000 1.242920 -1.468232 -2.868355
 54000.000000 1.297871 -1.549405 -2.728078
 54100.000000 1.348244 -1.622270 -2.648836
 54200.000000 1.252391 -1.541015 -2.852391
 54300.000000 1.254395 -1.456941 -2.525528
 54400.000000 1.205098 -1.600032 -2.695047
 54500.000000 1.280861 -1.509867 -2.644407
 54600.000000 1.244221 -1.610840 -2.634973
