#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 26100.000000 1.195558 -1.529141 -2.688417
 26200.000000 1.062883 -1.481870 -2.763443
 26300.000000 1.172921 -1.557001 -2.747325
 26400.000000 1.155739 -1.621677 -2.919857
 26500.000000 1.052154 -1.574689 -2.770174
 26600.000000 1.252599 -1.410436 -2.613705
 26700.000000 1.265497 -1.433374 -2.669796
 26800.000000 1.245000 -1.290774 -2.614820
 26900.000000 1.239842 -1.455324 -2.616576
 27000.000000 1.253317 -1.376374 -2.520676
 27100.000000 1.277551 -1.370887 -2.891425
 27200.000000 1.247049 -1.427916 -2.946415
 27300.000000 1.197902 -1.592429 -2.800317
 27400.000000 1.299293 -1.602859 -2.929355
 27500.000000 1.213227 -1.458908 -2.909853
 27600.000000 1.013742 -1.681282 -2.971864
 27700.000000 1.188606 -1.693730 -2.917026
 27800.000000 1.078308 -1.802231 -2.757761
 27900.000000 1.358147 -1.568640 -2.828970
 28000.000000 1.131301 -1.649328 -2.847228
 28100.000000 1.185705 -1.643884 -2.918641
 28200.000000 1.075729 -1.640077 -2.793246
 28300.000000 1.097485 -1.686490 -2.812857
 28400.000000 1.216056 -1.535326 -2.865808
 28500.000000 1.235262 -1.563016 -2.819867
 28600.000000 1.115527 -1.625169 -2.858033
 28700.000000 1.143502 -1.738985 -2.925657
 28800.000000 1.147648 -1.426053 -2.847031
 28900.000000 1.083508 -1.722445 -2.929304
 29000.000000 1.237067 -1.479897 -2.638587
 29100.000000 1.272964 -1.475937 -2.847905
 29200.000000 1.190191 -1.490584 -2.838933
 29300.000000 1.210770 -1.657975 -2.868796
 29400.000000 1.300550 -1.504938 -2.795654
 29500.000000 1.215703 -1.663643 -2.792695
 29600.000000 1.297739 -1.520743 -2.812737
 29700.000000 1.244610 -1.545049 -2.840468
 29800.000000 1.252259 -1.590462 -2.854392
 29900.000000 1.331019 -1.343217 -2.932721
 30000.000000 1.357856 -1.385309 -2.762582
 30100.000000 1.267827 -1.627253 -2.758523
 30200.000000 1.237097 -1.516665 -2.816785
 30300.000000 1.271432 -1.514077 -2.855052
 30400.000000 1.320626 -1.531935 -2.943318
