Bar0, 10.294859849367183
Bar1, 11.318510268654396
Bar2, 6.882691785076478
Bar3, 7.640951354918856
Bar4, 3.129306914356699
Bar5, 3.3567847853094177
Bar6, 5.214520731423243
Bar7, 5.631563494836551
Bar8, 10.06738197841447
Bar9, 11.318510268654396
Bar10, 3.394697763801535
Bar11, 3.773827548722723
Bar12, 5.214520731423243
Bar13, 5.972780301265623
Bar14, 3.54634967777001
Bar15, 3.773827548722723
Bar16, 11.015206440717442
Bar17, 11.242684311670159
Bar18, 13.555375999689415
Bar19, 14.541113440484507
Bar20, 5.36617264539172
Bar21, 5.821128387297146
Bar22, 9.460774322540567
Bar23, 10.901467505241087
Bar24, 22.844055730258557
Bar25, 24.815530611848747
